speed,acceleration,temperature,humidity,roadGrade
19.99926818,0.0,86.96,0.66,-0.1
24.00008742,3.646141619999998,86.96,0.66,0.0001222024623712
26.99989718,2.7338728800000034,86.96,0.66,0.0008207381590124
29.0003068,1.8230708099999973,86.96,0.66,0.0229440627598113
27.99929732,-0.9122687400000018,86.96,0.66,-0.1
29.99970694,1.8230708100000008,86.96,0.66,-0.0278723449784794
32.9995167,2.73387288,86.96,0.66,-0.0261298589201312
35.99932646,2.73387288,86.96,0.66,-0.0478089610701754
37.99973608,1.8230708099999973,86.96,0.66,-0.1179762939626174
40.0001457,1.8230708100000044,86.96,0.66,-0.0515523747652083
40.99954584,0.9108020699999956,86.96,0.66,-0.0586746866274175
42.00055532,0.9122687400000018,86.96,0.66,-0.1
42.99995546,0.9108020700000026,86.96,0.66,-0.0756813059842632
40.99954584,-1.8230708100000044,86.96,0.66,-0.1047346663247457
42.00055532,0.9122687400000018,86.96,0.66,-0.1
42.99995546,0.9108020700000026,86.96,0.66,-0.0737932228962183
45.00036508,1.8230708099999973,86.96,0.66,-0.062571458931705
48.99957498,3.6446749500000015,86.96,0.66,-0.0821239078683673
48.99957498,0.0,86.96,0.66,-0.0541147732855892
46.99916536,-1.8230708099999973,86.96,0.66,-0.0308759383482019
43.9993556,-2.733872880000007,86.96,0.66,-0.1
40.0001457,-3.6446749499999953,86.96,0.66,-0.0523923791625609
32.9995167,-6.3800145000000015,86.96,0.66,-0.0442408693554075
26.00049704,-6.378547830000002,86.96,0.66,-0.018809546118401
16.99945842,-8.203085309999995,86.96,0.66,-0.1
11.99923904,-4.556943690000001,86.96,0.66,-0.0227263552199794
7.000628999999999,-4.5554770200000005,86.96,0.66,0.0386368223900103
2.00040962,-4.556943689999999,86.96,0.66,0.1
0.0,-1.82307081,86.96,0.66,0.0894736842105263
0.0,0.0,86.96,0.66,0.0789473684210526
0.0,0.0,86.96,0.66,0.0684210526315789
0.0,0.0,86.96,0.66,0.0578947368421052
0.0,0.0,86.96,0.66,0.0473684210526315
0.0,0.0,86.96,0.66,0.0368421052631579
0.0,0.0,86.96,0.66,0.0263157894736842
0.0,0.0,86.96,0.66,0.0157894736842105
0.0,0.0,86.96,0.66,0.0052631578947368
0.0,0.0,86.96,0.66,-0.0052631578947368
0.0,0.0,86.96,0.66,-0.0157894736842105
0.0,0.0,86.96,0.66,-0.0263157894736842
0.0,0.0,86.96,0.66,-0.0368421052631579
0.0,0.0,86.96,0.66,-0.0473684210526315
0.0,0.0,86.96,0.66,-0.0578947368421052
0.0,0.0,86.96,0.66,-0.0684210526315789
0.0,0.0,86.96,0.66,-0.0789473684210526
0.0,0.0,86.96,0.66,-0.0894736842105263
0.0,0.0,86.96,0.66,-0.1
0.0,0.0,86.96,0.66,-0.1
0.0,0.0,86.96,0.66,-0.0909090909090909
