speed,acceleration,temperature,humidity,roadGrade
0.0,0.0,68.37,0.37,-0.0021326522898729
0.0,0.0,68.37,0.37,-0.0021256599872831
0.0,0.0,68.37,0.37,-0.0021186676846934
0.0,0.0,68.37,0.37,-0.0021116753821036
0.0,0.0,68.37,0.37,-0.0021046830795139
0.0,0.0,68.37,0.37,-0.0020976907769241
0.0,0.0,68.37,0.37,-0.0020906984743344
0.0,0.0,68.37,0.37,-0.0020837061717446
0.0,0.0,68.37,0.37,-0.0020767138691549
0.0,0.0,68.37,0.37,-0.0020697215665651
0.0,0.0,68.37,0.37,-0.0020627292639754
0.0,0.0,68.37,0.37,-0.0020557369613857
0.0,0.0,68.37,0.37,-0.0020487446587959
0.0,0.0,68.37,0.37,-0.0020417523562062
0.0,0.0,68.37,0.37,-0.0020347600536164
0.0,0.0,68.37,0.37,-0.0020277677510267
0.0,0.0,68.37,0.37,-0.0020207754484369
0.0,0.0,68.37,0.37,-0.0020137831458472
0.0,0.0,68.37,0.37,-0.0020067908432574
0.0,0.0,68.37,0.37,-0.0019997985406677
0.0,0.0,68.37,0.37,-0.0019928062380779
0.0,0.0,68.37,0.37,-0.0019858139354882
0.0,0.0,68.37,0.37,-0.0019788216328984
0.0,0.0,68.37,0.37,-0.0019718293303087
0.0,0.0,68.37,0.37,-0.0019648370277189
0.0,0.0,68.37,0.37,-0.0019578447251292
0.0,0.0,68.37,0.37,-0.0019508524225394
0.0,0.0,68.37,0.37,-0.0019438601199497
0.0,0.0,68.37,0.37,-0.0019368678173599
0.0,0.0,68.37,0.37,-0.0019298755147702
0.0,0.0,68.37,0.37,-0.0019228832121805
0.0,0.0,68.37,0.37,-0.0019158909095907
0.0,0.0,68.37,0.37,-0.001908898607001
0.0,0.0,68.37,0.37,-0.0019019063044112
0.0,0.0,68.37,0.37,-0.0018949140018215
0.0,0.0,68.37,0.37,-0.0018879216992317
0.0,0.0,68.37,0.37,-0.001880929396642
0.0,0.0,68.37,0.37,-0.0018739370940522
0.0,0.0,68.37,0.37,-0.0018669447914625
0.0,0.0,68.37,0.37,-0.0018599524888727
0.0,0.0,68.37,0.37,-0.001852960186283
0.0,0.0,68.37,0.37,-0.0018459678836932
0.0,0.0,68.37,0.37,-0.0018389755811035
0.0,0.0,68.37,0.37,-0.0018319832785137
0.0,0.0,68.37,0.37,-0.001824990975924
0.0,0.0,68.37,0.37,-0.0018179986733342
0.0,0.0,68.37,0.37,-0.0018110063707445
0.0,0.0,68.37,0.37,-0.0018040140681547
0.0,0.0,68.37,0.37,-0.001797021765565
0.0,0.0,68.37,0.37,-0.0017900294629753
0.0,0.0,68.37,0.37,-0.0017830371603855
0.0,0.0,68.37,0.37,-0.0017760448577958
0.0,0.0,68.37,0.37,-0.001769052555206
0.0,0.0,68.37,0.37,-0.0017620602526163
0.0,0.0,68.37,0.37,-0.0017550679500265
0.0,0.0,68.37,0.37,-0.0017480756474368
0.0,0.0,68.37,0.37,-0.001741083344847
0.0,0.0,68.37,0.37,-0.0017340910422573
0.0,0.0,68.37,0.37,-0.0017270987396675
0.0,0.0,68.37,0.37,-0.0017201064370778
0.0,0.0,68.37,0.37,-0.001713114134488
0.0,0.0,68.37,0.37,-0.0017061218318983
0.0,0.0,68.37,0.37,-0.0016991295293085
0.0,0.0,68.37,0.37,-0.0016921372267188
0.0,0.0,68.37,0.37,-0.001685144924129
0.0,0.0,68.37,0.37,-0.0016781526215393
0.0,0.0,68.37,0.37,-0.0016711603189496
0.0,0.0,68.37,0.37,-0.0016641680163598
0.0,0.0,68.37,0.37,-0.0016571757137701
0.0,0.0,68.37,0.37,-0.0016501834111803
0.0,0.0,68.37,0.37,-0.0016431911085906
0.0,0.0,68.37,0.37,-0.0016361988060008
0.0,0.0,68.37,0.37,-0.0016292065034111
0.0,0.0,68.37,0.37,-0.0016222142008213
0.0,0.0,68.37,0.37,-0.0016152218982316
0.0,0.0,68.37,0.37,-0.0016082295956418
0.0,0.0,68.37,0.37,-0.0016012372930521
0.0,0.0,68.37,0.37,-0.0015942449904623
0.0,0.0,68.37,0.37,-0.0015872526878726
0.0,0.0,68.37,0.37,-0.0015802603852828
0.0,0.0,68.37,0.37,-0.0015732680826931
0.0,0.0,68.37,0.37,-0.0015662757801033
0.0,0.0,68.37,0.37,-0.0015592834775136
0.0,0.0,68.37,0.37,-0.0015522911749238
0.0,0.0,68.37,0.37,-0.0015452988723341
0.0,0.0,68.37,0.37,-0.0015383065697444
0.0,0.0,68.37,0.37,-0.0015313142671546
0.0,0.0,68.37,0.37,-0.0015243219645649
0.0,0.0,68.37,0.37,-0.0015173296619751
0.0,0.0,68.37,0.37,-0.0015103373593854
0.0,0.0,68.37,0.37,-0.0015033450567956
0.0,0.0,68.37,0.37,-0.0014963527542059
0.0,0.0,68.37,0.37,-0.0014893604516161
0.0,0.0,68.37,0.37,-0.0014823681490264
0.0,0.0,68.37,0.37,-0.0014753758464366
0.0,0.0,68.37,0.37,-0.0014683835438469
0.0,0.0,68.37,0.37,-0.0014613912412571
0.0,0.0,68.37,0.37,-0.0014543989386674
0.0,0.0,68.37,0.37,-0.0014474066360776
0.0,0.0,68.37,0.37,-0.0014404143334879
0.0,0.0,68.37,0.37,-0.0014334220308981
0.0,0.0,68.37,0.37,-0.0014264297283084
0.0,0.0,68.37,0.37,-0.0014194374257186
0.0,0.0,68.37,0.37,-0.0014124451231289
0.0,0.0,68.37,0.37,-0.0014054528205392
0.0,0.0,68.37,0.37,-0.0013984605179494
0.0,0.0,68.37,0.37,-0.0013914682153597
0.0,0.0,68.37,0.37,-0.0013844759127699
0.0,0.0,68.37,0.37,-0.0013774836101802
0.0,0.0,68.37,0.37,-0.0013704913075904
0.0,0.0,68.37,0.37,-0.0013634990050007
