speed,acceleration,temperature,humidity,roadGrade
0.0,-0.0044703888888888,60.08,27.0,0.0
0.0,0.0,60.08,27.0,0.0
0.0,0.0,60.08,27.0,0.0
0.0,0.0,60.08,27.0,0.0
0.0,0.0,60.08,27.0,0.0
0.0,0.0,60.08,27.0,0.0
0.0,0.0,60.08,27.0,0.0
0.0,0.0,60.08,27.0,0.0
0.0,0.0,60.08,27.0,0.0
0.0,0.0,60.08,27.0,0.0
0.0,0.0,60.08,27.0,0.0
0.0160934,0.0044703888888888,60.08,27.0,0.0
0.0160934,0.0,60.08,27.0,0.0
0.0160934,0.0,60.08,27.0,0.0
0.03057746,0.00402335,60.08,27.0,0.0
0.03057746,0.0,60.08,27.0,0.0
0.0160934,-0.00402335,60.08,27.0,0.0
0.0160934,0.0,60.08,27.0,0.0
0.0160934,0.0,60.08,27.0,0.0
0.62442392,0.1689807,60.08,27.0,0.0
5.3430088,1.310718022222222,60.08,27.0,0.0
11.42148598,1.688465883333333,60.08,27.0,0.0
14.562917659999998,0.8726199111111108,60.08,27.0,0.0
14.34404742,-0.0607972888888879,60.08,27.0,0.0
13.29636708,-0.2910223166666665,60.08,27.0,0.0
12.3597312,-0.2601766333333342,60.08,27.0,0.0
13.233602820000002,0.2427421166666676,60.08,27.0,0.0107216146828743
16.796681579999998,0.9897440999999988,60.08,27.0,-0.0092092216020149
21.7663235,1.3804560888888897,60.08,27.0,-0.0194626687378969
26.42214412,1.2932835055555545,60.08,27.0,-0.0129035066196856
30.14132886,1.0331068722222216,60.08,27.0,-0.0163245975856209
31.21797732,0.2990690166666674,60.08,27.0,-0.0165003049098677
30.8430011,-0.104160061111111,60.08,27.0,0.0
26.15660302,-1.3017772444444446,60.08,27.0,0.0
19.95259732,-1.7233349166666665,60.08,27.0,-0.0877149457829113
12.68803656,-2.0179335444444435,60.08,27.0,-0.0144062666356963
9.03161608,-1.0156723555555556,60.08,27.0,-0.0561107468147406
5.233573679999999,-1.0550117777777783,60.08,27.0,-0.1482646144717476
1.56266914,-1.019695705555555,60.08,27.0,-0.039823140250676
0.09334172,-0.4081465055555555,60.08,27.0,0.0
0.0,-0.0259282555555555,60.08,27.0,0.0
0.0160934,0.0044703888888888,60.08,27.0,0.0
0.0,-0.0044703888888888,60.08,27.0,0.0
0.0160934,0.0044703888888888,60.08,27.0,0.0
0.03057746,0.00402335,60.08,27.0,0.0
0.0160934,-0.00402335,60.08,27.0,0.0
0.0160934,0.0,60.08,27.0,0.0
0.0160934,0.0,60.08,27.0,0.0
0.0160934,0.0,60.08,27.0,0.0
0.0160934,0.0,60.08,27.0,0.0
0.0160934,0.0,60.08,27.0,0.0
0.96882268,0.2646470222222222,60.08,27.0,0.0
6.53070172,1.5449664,60.08,27.0,0.0
14.265189760000002,2.1484689,60.08,27.0,0.0
20.76531402,1.805590072222222,60.08,27.0,0.0
25.39055718,1.284789766666666,60.08,27.0,0.0
