speed,acceleration,temperature,humidity,roadGrade
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
0.0,0.0,77.93,0.89,0.0
